age,gender,sleep_hours,daily_steps,exercise_minutes_week,water_intake_liters,stress_level,nutrition_quality,screen_time_hours,wellbeing_score
36 to 50,Male,8,3,249,2.59,3,4,6,583.8
36 to 50,Male,6,10,154,3.81,3,3,7,620.5
Less than 20,Female,7,3,214,1.55,2,3,3,627.8
36 to 50,Female,7,2,66,2.79,2,1,3,637.8
36 to 50,Female,7,10,292,2.14,3,2,3,693.8
36 to 50,Female,7,10,139,2.16,3,2,2,693.8
21 to 35,Female,9,3,207,3.69,2,2,7,635.0
21 to 35,Male,9,8,171,2.28,2,5,2,710.8
36 to 50,Male,7,1,163,1.56,3,1,9,596.8
36 to 50,Male,7,3,178,2.85,4,2,9,636.3
36 to 50,Male,7,3,287,3.93,4,2,2,636.3
36 to 50,Male,7,3,68,1.7,4,2,9,636.3
51 or more,Male,8,2,43,2.22,0,5,7,706.0
21 to 35,Female,5,10,82,2.67,2,5,2,684.9
Less than 20,Male,8,4,40,3.58,0,2,4,612.9
36 to 50,Female,8,10,192,2.17,3,5,9,728.0
36 to 50,Female,5,7,212,2.36,2,2,7,704.7
51 or more,Female,8,5,215,2.46,2,2,7,703.2
51 or more,Female,7,9,66,2.45,1,4,8,756.5
36 to 50,Male,8,2,38,2.0,3,5,3,666.9
51 or more,Male,8,1,57,3.79,1,4,6,629.3
36 to 50,Female,7,2,203,3.48,2,2,5,614.0
51 or more,Female,9,3,156,3.94,3,5,2,662.2
51 or more,Female,8,7,99,2.43,3,4,6,705.3
36 to 50,Female,6,5,295,1.61,3,5,9,719.8
Less than 20,Male,5,10,180,1.79,2,3,3,657.7
21 to 35,Male,5,8,178,2.39,0,1,4,638.6
21 to 35,Male,8,2,247,3.78,1,2,8,689.0
21 to 35,Male,9,1,155,3.95,3,3,7,644.8
21 to 35,Male,7,7,32,3.55,3,4,6,652.4
21 to 35,Female,7,4,216,2.1,4,2,5,622.9
21 to 35,Male,7,3,72,3.15,1,2,9,627.8
36 to 50,Male,7,5,128,2.99,2,5,6,718.3
Less than 20,Female,8,10,292,3.56,5,3,7,661.7
36 to 50,Male,6,6,219,2.77,3,5,3,667.3
21 to 35,Female,7,4,71,2.3,2,5,6,665.4
Less than 20,Male,8,10,126,1.55,1,1,7,751.8
21 to 35,Male,6,5,289,3.49,4,2,4,617.8
Less than 20,Male,8,8,247,2.83,1,0,8,736.1
Less than 20,Male,8,8,165,2.84,1,0,9,736.1
21 to 35,Male,7,8,174,3.89,5,2,3,620.3
Less than 20,Male,8,2,34,2.72,4,0,2,595.5
Less than 20,Female,6,3,165,2.29,2,3,8,734.7
36 to 50,Female,8,2,36,2.35,3,4,9,651.6
36 to 50,Male,7,3,66,1.53,3,3,3,648.2
21 to 35,Female,8,1,96,1.81,2,1,6,636.1
Less than 20,Male,5,8,34,1.61,5,3,7,699.8
51 or more,Male,8,8,87,2.11,3,2,5,640.9
36 to 50,Female,8,7,184,1.66,3,3,3,676.4
Less than 20,Male,8,8,142,2.33,2,2,3,688.5
51 or more,Male,7,10,121,1.82,3,5,9,748.2
21 to 35,Male,9,10,273,3.79,3,4,3,661.9
51 or more,Female,6,3,118,3.85,2,4,3,716.0
36 to 50,Male,8,6,207,3.01,0,5,6,778.2
21 to 35,Male,8,10,257,3.51,1,3,8,734.8
51 or more,Female,5,5,96,3.19,1,2,2,734.9
21 to 35,Male,8,3,151,3.53,2,1,5,616.1
51 or more,Female,7,9,188,3.1,1,4,8,697.0
21 to 35,Male,6,4,297,2.58,4,4,3,675.4
36 to 50,Female,7,5,212,3.68,1,4,7,718.3
36 to 50,Male,8,7,33,2.6,3,4,5,659.4
21 to 35,Male,7,7,150,2.49,0,5,6,626.9
21 to 35,Male,8,4,259,3.06,2,1,2,604.4
36 to 50,Female,8,10,248,3.84,3,2,8,760.3
36 to 50,Female,7,2,211,2.61,1,2,3,687.1
36 to 50,Female,7,4,286,2.94,3,2,2,682.4
Less than 20,Male,6,1,72,2.73,0,0,3,620.4
36 to 50,Female,7,8,47,3.77,4,3,3,610.1
Less than 20,Female,6,6,227,3.19,1,1,7,680.9
36 to 50,Female,7,7,206,2.55,2,2,4,671.1
36 to 50,Female,7,7,105,3.02,2,3,9,683.0
51 or more,Female,8,6,210,1.89,1,4,7,717.0
51 or more,Female,8,8,179,2.35,3,4,9,688.5
36 to 50,Male,6,3,111,3.34,4,1,5,593.6
21 to 35,Male,7,5,39,2.91,4,2,8,638.4
51 or more,Female,6,4,241,2.29,2,3,2,643.1
51 or more,Male,7,8,169,2.41,5,3,5,622.0
36 to 50,Female,6,2,289,3.52,3,2,5,649.5
36 to 50,Female,7,6,257,2.85,3,2,5,653.9
51 or more,Female,7,6,34,2.1,3,2,2,657.3
36 to 50,Female,6,5,112,2.24,3,2,3,667.1
21 to 35,Female,7,10,35,2.67,5,3,3,632.6
36 to 50,Female,7,8,181,3.41,4,5,8,666.2
36 to 50,Male,8,5,252,3.99,4,3,3,648.8
21 to 35,Female,8,8,210,1.96,3,3,3,691.9
21 to 35,Male,7,4,292,3.39,3,2,3,626.3
21 to 35,Female,9,2,295,3.04,2,1,8,588.9
36 to 50,Male,7,1,196,2.83,3,2,8,608.7
21 to 35,Male,9,1,107,3.92,1,2,7,617.6
36 to 50,Male,8,2,71,2.31,4,2,3,651.6
Less than 20,Male,5,10,91,1.94,1,5,9,718.9
Less than 20,Male,5,10,60,3.69,1,5,6,729.1
51 or more,Female,6,1,33,1.67,0,2,8,671.4
21 to 35,Female,7,1,138,3.54,2,4,6,622.3
21 to 35,Female,7,1,122,2.97,0,1,7,634.2
21 to 35,Female,7,1,128,1.91,0,1,7,634.2
21 to 35,Female,7,2,221,2.07,3,4,3,682.0
21 to 35,Female,6,3,241,1.89,1,3,7,688.8
36 to 50,Female,7,4,112,3.3,4,4,8,656.9
51 or more,Female,7,2,236,1.87,3,3,7,661.6
21 to 35,Female,8,10,144,3.2,1,5,2,755.2
21 to 35,Female,7,5,281,1.82,2,5,5,697.9
51 or more,Female,7,1,90,3.51,0,2,5,671.6
21 to 35,Male,6,10,282,3.8,5,1,2,663.0
51 or more,Male,8,2,108,2.9,1,1,6,672.0
21 to 35,Female,5,8,225,3.92,3,5,5,665.8
21 to 35,Male,8,6,291,2.48,1,5,8,688.1
21 to 35,Male,8,6,265,2.11,4,0,6,677.9
36 to 50,Female,7,8,198,1.94,3,5,4,734.2
Less than 20,Male,8,6,36,2.7,0,5,5,694.9
21 to 35,Female,6,5,51,1.83,5,3,4,656.9
21 to 35,Female,7,4,101,3.69,4,3,9,639.9
51 or more,Female,7,10,135,3.46,3,3,7,681.9
51 or more,Female,6,6,168,2.91,3,3,4,677.5
Less than 20,Male,9,6,59,3.3,2,3,4,693.4
21 to 35,Female,9,5,118,1.62,2,5,4,713.6
21 to 35,Female,8,7,182,2.01,2,2,3,703.6
Less than 20,Male,9,6,102,3.05,2,3,3,693.4
21 to 35,Male,8,8,267,2.69,4,3,7,714.0
21 to 35,Female,8,2,280,3.01,3,2,2,689.0
Less than 20,Female,8,7,37,1.72,2,5,5,674.7
36 to 50,Male,6,6,236,3.13,3,3,2,731.9
36 to 50,Female,6,5,287,3.51,0,3,4,692.6
51 or more,Male,8,5,168,2.87,4,5,9,679.4
21 to 35,Female,8,4,75,2.39,4,4,2,703.0
21 to 35,Male,8,2,155,1.94,5,2,3,646.5
21 to 35,Male,8,2,50,2.16,5,2,6,646.5
21 to 35,Female,6,5,199,2.81,5,1,7,624.6
21 to 35,Female,6,10,61,2.14,5,4,6,674.9
36 to 50,Female,6,4,179,3.44,1,3,7,692.4
Less than 20,Male,7,3,235,1.83,3,0,6,632.9
Less than 20,Female,7,5,50,2.79,2,3,8,687.7
Less than 20,Female,7,6,167,2.74,3,2,9,699.8
Less than 20,Male,7,10,94,1.85,2,1,6,709.1
Less than 20,Female,5,8,94,3.99,2,1,6,652.2
Less than 20,Female,7,5,117,3.56,5,2,5,595.9
Less than 20,Female,8,4,72,2.47,2,5,8,648.6
Less than 20,Female,8,4,170,3.21,2,4,4,672.4
Less than 20,Female,8,4,33,3.29,2,4,3,672.4
Less than 20,Female,7,4,70,3.13,3,5,8,696.0
Less than 20,Female,9,7,119,2.58,2,5,9,681.7
Less than 20,Female,8,8,285,3.71,4,3,6,702.1
Less than 20,Female,8,8,174,3.43,4,3,5,702.1
Less than 20,Female,8,8,213,2.86,4,3,3,702.1
Less than 20,Female,7,5,148,1.51,1,1,6,682.6
Less than 20,Female,7,6,142,2.06,3,5,7,689.6
Less than 20,Female,8,4,278,2.77,3,5,7,699.6
Less than 20,Female,8,4,121,3.75,2,4,4,672.4
36 to 50,Female,7,3,88,3.07,2,0,2,673.7
36 to 50,Female,6,8,298,2.54,3,3,7,700.0
21 to 35,Male,7,5,123,1.62,1,1,7,633.3
Less than 20,Male,7,3,283,2.99,0,5,7,683.9
Less than 20,Female,7,5,204,2.38,5,2,9,595.9
21 to 35,Female,7,3,32,2.84,4,2,7,689.0
Less than 20,Female,7,9,50,3.42,1,5,4,727.6
Less than 20,Female,9,9,133,3.51,2,5,4,722.9
Less than 20,Female,7,7,298,3.66,4,1,6,657.5
Less than 20,Female,6,4,238,3.09,4,4,7,653.3
Less than 20,Female,8,7,125,3.76,3,3,2,698.5
Less than 20,Female,8,10,122,3.23,5,0,2,653.2
Less than 20,Female,7,7,74,3.46,2,4,8,650.7
Less than 20,Female,9,3,91,3.21,3,1,3,633.3
Less than 20,Female,8,7,59,3.68,2,3,8,690.0
Less than 20,Male,6,9,299,2.06,2,2,5,701.9
Less than 20,Female,8,7,39,3.4,1,3,7,722.3
Less than 20,Female,8,10,35,1.79,3,2,3,663.4
Less than 20,Female,8,3,48,1.73,3,1,6,605.9
Less than 20,Female,8,6,41,2.73,4,2,2,694.9
Less than 20,Female,7,4,221,2.25,3,2,4,694.3
Less than 20,Female,8,6,132,2.91,3,3,9,618.4
Less than 20,Female,6,6,279,3.19,4,2,4,619.7
Less than 20,Female,9,3,273,2.07,3,1,5,633.3
51 or more,Female,8,3,224,3.25,2,5,7,643.3
Less than 20,Male,8,10,294,3.99,2,2,6,687.2
Less than 20,Female,10,6,163,3.4,2,3,6,707.2
36 to 50,Female,6,9,206,1.93,3,3,3,684.9
21 to 35,Female,6,10,128,3.08,5,4,9,674.9
36 to 50,Male,6,10,59,1.52,2,2,8,669.8
21 to 35,Male,6,10,92,2.67,1,5,7,734.4
21 to 35,Female,6,10,57,2.83,5,4,2,674.9
36 to 50,Male,8,2,175,3.93,5,2,9,661.8
36 to 50,Female,8,9,98,3.34,3,2,8,634.3
Less than 20,Male,6,1,281,3.26,3,2,7,622.1
51 or more,Male,7,6,191,2.83,1,3,2,711.7
36 to 50,Male,4,7,139,2.78,5,1,5,651.8
51 or more,Male,8,3,161,3.98,1,4,4,690.9
36 to 50,Male,7,1,217,1.55,2,1,7,598.5
51 or more,Male,6,1,49,2.26,3,2,8,606.8
21 to 35,Female,7,2,206,1.83,4,1,3,574.9
21 to 35,Male,6,4,128,2.29,0,3,5,641.4
21 to 35,Female,6,3,276,2.66,4,2,2,632.7
51 or more,Female,8,3,47,2.35,1,5,7,752.1
51 or more,Male,8,10,154,3.91,1,5,3,721.2
21 to 35,Male,7,4,182,3.2,3,4,9,731.7
Less than 20,Female,6,10,98,3.32,3,3,9,697.0
36 to 50,Male,8,10,175,3.36,1,5,6,724.6
36 to 50,Male,6,10,74,3.75,4,5,9,732.7
21 to 35,Male,7,7,49,3.42,1,4,4,756.1
Less than 20,Female,8,8,276,1.54,3,3,8,714.0
Less than 20,Female,8,8,232,2.15,3,3,2,714.0
51 or more,Female,7,2,38,3.97,4,3,2,631.0
51 or more,Male,8,10,209,3.13,4,1,5,722.9
21 to 35,Female,8,1,185,1.67,3,2,4,648.0
36 to 50,Female,7,1,48,2.67,4,1,9,632.5
51 or more,Male,8,1,132,3.95,0,4,2,673.5
36 to 50,Female,9,1,275,3.98,3,2,8,573.4
51 or more,Female,7,10,114,2.58,2,5,2,698.9
Less than 20,Female,6,2,263,3.73,4,3,2,625.7
51 or more,Female,8,7,164,2.98,2,2,5,735.9
51 or more,Female,8,7,66,2.77,2,2,2,735.9
21 to 35,Male,7,10,121,2.53,3,2,5,715.9
51 or more,Female,7,10,46,3.73,4,5,6,656.4
Less than 20,Male,9,8,119,3.05,1,5,6,738.0
Less than 20,Female,10,10,194,2.33,5,2,6,657.0
Less than 20,Female,8,6,282,2.73,2,4,8,734.0
Less than 20,Male,8,4,110,2.61,0,0,6,648.6
Less than 20,Male,10,1,213,2.63,1,1,3,619.5
Less than 20,Female,8,5,278,2.28,2,3,8,665.8
Less than 20,Male,10,8,244,3.08,3,5,3,716.1
Less than 20,Female,7,5,187,1.63,2,2,6,635.0
Less than 20,Female,6,9,208,3.72,1,3,8,693.4
Less than 20,Male,8,6,49,2.54,2,5,7,739.1
Less than 20,Female,9,10,176,3.5,5,3,6,699.3
Less than 20,Male,8,6,97,3.32,2,3,4,715.3
Less than 20,Male,7,10,106,2.68,2,2,2,692.1
Less than 20,Female,7,3,131,2.0,3,1,9,605.7
Less than 20,Female,10,5,169,2.91,3,1,9,669.6
Less than 20,Male,6,10,102,3.87,2,1,7,615.4
Less than 20,Male,10,10,236,1.96,4,3,4,723.3
Less than 20,Female,8,8,242,2.14,1,2,4,715.7
Less than 20,Female,8,4,108,3.98,1,3,8,696.2
Less than 20,Male,9,7,142,3.73,1,0,4,680.0
Less than 20,Female,8,1,282,2.87,1,1,4,661.6
Less than 20,Female,6,7,162,3.24,4,4,7,701.5
Less than 20,Male,8,6,226,2.61,2,3,4,700.0
Less than 20,Male,9,7,54,2.51,1,0,9,680.0
Less than 20,Female,9,9,130,2.61,5,3,9,682.1
Less than 20,Female,7,4,274,2.54,3,5,4,709.6
Less than 20,Female,8,9,60,3.19,2,2,6,710.8
Less than 20,Male,10,10,285,2.33,1,3,4,679.1
Less than 20,Female,9,7,235,1.93,1,4,7,720.8
Less than 20,Male,8,6,97,3.27,2,2,9,696.6
Less than 20,Female,6,5,244,1.58,4,2,9,651.8
Less than 20,Female,8,10,151,3.3,4,5,3,734.8
Less than 20,Female,8,7,75,2.16,1,4,7,695.1
51 or more,Male,5,2,98,1.98,4,4,2,600.0
51 or more,Female,6,10,56,2.45,4,3,9,622.2
36 to 50,Female,8,3,200,1.79,1,4,8,675.6
51 or more,Male,5,2,274,2.46,5,3,7,567.7
51 or more,Male,8,3,278,1.76,1,4,8,690.9
Less than 20,Female,9,9,31,2.71,2,3,7,685.5
51 or more,Female,8,2,49,1.94,3,1,3,665.2
36 to 50,Female,6,1,286,1.82,5,5,5,596.6
21 to 35,Male,7,7,278,2.95,4,2,3,683.0
21 to 35,Female,7,6,182,3.06,4,3,5,616.5
51 or more,Male,6,10,166,1.51,1,5,6,717.4
51 or more,Male,2,2,251,2.47,3,1,5,585.8
51 or more,Male,7,4,240,1.69,2,3,4,716.4
51 or more,Female,6,8,218,3.35,2,2,8,623.5
51 or more,Female,8,3,261,3.2,3,5,4,667.1
36 to 50,Female,8,4,165,1.62,3,3,4,697.9
36 to 50,Male,6,10,45,3.85,3,3,9,700.4
51 or more,Female,8,5,143,3.9,3,4,5,677.7
51 or more,Male,8,10,293,2.34,2,5,7,682.1
Less than 20,Female,10,3,102,1.83,3,0,5,619.9
21 to 35,Female,8,10,253,1.79,2,5,8,682.1
Less than 20,Male,7,7,63,3.6,3,2,5,696.6
36 to 50,Male,7,1,274,2.65,3,3,2,591.7
36 to 50,Female,7,7,267,1.52,5,2,2,626.9
21 to 35,Female,7,7,47,3.81,4,5,2,677.9
Less than 20,Female,9,6,73,2.98,3,1,4,599.9
36 to 50,Female,5,1,172,3.23,4,3,6,644.0
21 to 35,Male,7,5,44,3.56,3,2,3,680.9
36 to 50,Female,8,7,122,3.55,4,3,2,656.0
36 to 50,Female,7,2,244,1.69,0,2,8,721.1
51 or more,Female,8,5,278,2.93,3,4,3,643.7
36 to 50,Female,8,5,100,3.24,3,1,2,653.9
21 to 35,Female,8,6,138,1.71,2,5,5,715.3
51 or more,Female,7,2,189,2.06,2,2,5,653.1
21 to 35,Male,6,5,200,2.49,0,3,4,709.6
51 or more,Female,8,3,42,3.72,3,2,8,687.5
21 to 35,Female,8,2,249,3.63,1,4,4,619.3
21 to 35,Male,8,10,214,3.46,1,1,3,649.8
51 or more,Male,7,1,238,3.98,4,4,4,676.7
21 to 35,Female,8,6,135,2.11,4,5,6,654.1
36 to 50,Female,7,5,241,2.67,4,4,6,669.0
36 to 50,Female,10,10,261,2.62,0,5,9,779.4
Less than 20,Female,6,10,242,3.2,3,3,9,697.0
21 to 35,Female,10,10,225,3.63,5,3,6,646.8
21 to 35,Female,7,1,278,2.73,3,1,9,629.1
21 to 35,Male,8,4,293,2.73,2,4,8,660.5
21 to 35,Female,7,7,246,3.02,1,4,4,740.8
36 to 50,Female,6,10,292,3.36,5,5,2,613.7
21 to 35,Male,5,8,199,2.0,3,5,3,652.2
36 to 50,Male,5,1,185,3.9,5,1,7,628.7
51 or more,Female,6,10,99,1.73,1,5,3,712.3
36 to 50,Female,6,1,263,1.56,5,1,9,623.8
51 or more,Male,6,3,83,2.4,1,5,3,722.8
21 to 35,Female,8,10,199,3.25,2,5,8,733.1
21 to 35,Female,7,9,65,3.95,3,5,7,659.6
51 or more,Male,7,10,288,3.83,3,2,2,717.6
36 to 50,Female,9,1,280,3.22,4,3,9,617.6
Less than 20,Female,6,2,42,2.59,3,2,4,690.3
36 to 50,Female,7,10,188,2.99,2,1,8,639.4
21 to 35,Male,6,10,58,3.92,1,1,2,727.6
51 or more,Female,7,10,86,2.16,3,5,5,641.1
21 to 35,Male,6,5,190,2.7,2,2,2,704.5
Less than 20,Male,6,8,295,3.23,2,3,7,671.1
21 to 35,Female,7,4,259,1.53,2,4,9,668.8
Less than 20,Female,5,2,222,2.45,5,1,9,596.6
Less than 20,Male,7,7,137,2.92,4,3,4,660.9
36 to 50,Male,6,2,287,3.75,1,1,7,612.1
51 or more,Female,8,2,139,3.98,3,3,7,660.1
36 to 50,Female,10,5,159,2.89,4,2,8,695.1
21 to 35,Male,8,10,152,3.86,2,5,2,787.5
21 to 35,Male,7,5,145,1.75,1,5,4,669.0
36 to 50,Female,7,8,259,3.25,4,1,2,724.0
36 to 50,Female,8,7,262,2.5,3,1,2,703.6
51 or more,Female,7,6,263,3.38,3,3,9,638.6
21 to 35,Male,7,5,220,3.67,3,3,3,692.8
36 to 50,Male,7,2,54,1.63,4,4,3,607.2
51 or more,Female,6,5,195,3.84,3,4,3,622.9
21 to 35,Male,6,6,239,1.67,3,0,8,636.7
36 to 50,Female,7,4,56,3.38,4,5,4,694.3
Less than 20,Female,6,7,207,1.67,2,5,6,744.0
36 to 50,Female,8,10,73,3.65,3,5,6,678.7
Less than 20,Male,8,7,101,2.01,3,2,8,664.5
Less than 20,Male,9,4,251,2.59,1,4,9,696.4
Less than 20,Male,7,5,257,3.83,3,1,8,692.8
Less than 20,Male,8,7,262,3.48,3,2,6,667.9
Less than 20,Male,9,4,297,3.46,1,4,9,718.5
Less than 20,Male,8,2,283,3.41,1,5,6,658.4
21 to 35,Female,7,9,192,2.92,4,4,4,731.0
Less than 20,Female,7,8,35,3.88,2,3,3,734.2
21 to 35,Male,4,3,76,3.58,4,0,9,598.3
21 to 35,Male,4,3,97,2.6,4,0,8,598.3
51 or more,Female,6,7,283,3.36,3,4,9,689.6
21 to 35,Female,7,3,88,4.0,3,2,3,592.1
51 or more,Female,7,5,148,3.68,1,4,3,726.8
36 to 50,Female,6,2,215,1.5,5,2,4,590.0
51 or more,Female,6,2,77,3.34,4,3,2,632.5
21 to 35,Female,6,6,220,3.74,2,2,9,635.0
Less than 20,Male,7,7,294,2.32,2,5,5,742.5
36 to 50,Male,7,10,201,3.94,0,5,7,702.3
36 to 50,Female,6,5,75,2.5,4,5,4,639.9
51 or more,Female,8,8,172,2.55,4,2,7,659.6
36 to 50,Female,9,9,275,1.9,5,4,7,699.1
36 to 50,Male,7,1,245,1.74,3,2,2,608.7
36 to 50,Female,4,6,205,2.84,5,5,7,699.2
51 or more,Female,6,3,174,3.01,5,3,8,656.5
51 or more,Male,6,6,64,2.42,4,5,3,711.5
21 to 35,Male,7,2,161,3.02,1,1,8,629.3
51 or more,Male,7,10,182,2.49,3,3,3,646.2
Less than 20,Male,6,4,77,3.67,4,1,6,685.6
36 to 50,Male,8,7,197,3.88,5,2,6,707.0
21 to 35,Female,6,1,207,2.98,4,2,7,596.6
51 or more,Male,9,5,292,3.61,1,2,2,672.8
51 or more,Female,8,4,124,3.63,4,4,9,643.5
21 to 35,Female,7,2,259,3.28,5,3,5,642.9
36 to 50,Female,8,8,220,1.98,2,3,7,708.9
21 to 35,Female,7,2,173,1.89,4,3,7,658.2
36 to 50,Female,7,8,193,3.8,2,2,2,657.7
36 to 50,Female,7,10,48,2.16,2,3,2,705.7
36 to 50,Male,6,10,97,2.12,0,1,7,680.0
51 or more,Female,8,5,127,1.92,2,3,8,706.6
36 to 50,Female,8,3,36,2.82,4,1,8,544.7
36 to 50,Male,8,1,206,3.19,3,3,5,637.8
36 to 50,Female,7,7,235,3.19,3,4,2,747.6
21 to 35,Female,6,9,258,2.15,3,4,2,656.0
Less than 20,Male,6,4,148,1.74,4,1,9,685.6
Less than 20,Male,6,4,299,2.28,4,1,4,685.6
21 to 35,Female,7,8,110,2.76,3,4,8,661.1
36 to 50,Male,5,3,189,3.03,4,0,5,598.5
36 to 50,Male,8,10,217,2.18,2,5,3,729.7
21 to 35,Female,8,9,217,1.96,3,5,6,710.8
36 to 50,Male,6,4,223,3.6,4,3,3,605.7
21 to 35,Male,9,5,289,3.64,4,2,7,613.3
21 to 35,Male,7,7,220,2.2,2,1,8,664.3
21 to 35,Female,8,9,135,2.9,3,5,3,710.8
36 to 50,Male,7,10,158,2.6,2,3,6,692.1
21 to 35,Female,8,1,126,1.85,2,3,6,659.9
36 to 50,Female,7,6,93,3.85,2,2,2,733.8
21 to 35,Male,8,1,157,1.52,2,1,5,591.9
51 or more,Female,7,6,252,1.97,2,5,7,735.5
21 to 35,Female,8,9,133,2.36,3,5,7,710.8
51 or more,Female,7,10,181,3.64,3,5,6,681.9
36 to 50,Male,6,3,143,3.47,3,5,5,632.7
36 to 50,Male,8,5,84,2.95,1,2,9,706.6
51 or more,Female,8,7,150,3.24,2,2,8,654.3
36 to 50,Female,7,2,246,2.35,2,3,8,605.5
21 to 35,Female,4,1,152,3.85,4,1,2,533.3
21 to 35,Female,6,5,32,1.57,3,2,7,626.3
51 or more,Male,7,6,121,1.75,4,2,7,609.7
21 to 35,Female,9,2,193,3.81,5,2,3,631.4
51 or more,Female,7,1,148,3.86,1,4,9,681.8
21 to 35,Female,7,7,90,2.73,3,5,7,688.1
21 to 35,Female,7,9,243,2.94,3,4,9,729.3
36 to 50,Male,7,10,276,3.76,4,3,6,710.8
36 to 50,Female,7,3,264,3.63,4,3,7,644.8
Less than 20,Female,7,5,107,3.65,5,2,9,580.6
21 to 35,Female,6,1,53,2.43,2,5,6,715.6
Less than 20,Female,7,2,130,3.58,4,5,2,617.4
36 to 50,Male,7,6,280,1.67,4,3,5,684.5
36 to 50,Female,6,4,152,2.72,4,3,5,651.6
36 to 50,Female,6,8,244,2.09,4,5,7,681.3
36 to 50,Male,6,3,291,1.59,3,5,4,632.7
21 to 35,Female,9,1,152,3.04,4,2,3,638.0
51 or more,Female,8,10,281,1.69,4,5,4,758.6
51 or more,Male,7,2,187,1.8,1,4,5,710.9
51 or more,Male,5,4,178,1.7,4,5,4,598.7
21 to 35,Male,8,7,94,3.94,1,5,5,701.9
21 to 35,Male,10,6,33,1.6,5,2,6,659.6
Less than 20,Female,10,2,203,2.17,1,5,8,703.0
21 to 35,Female,6,8,165,3.13,4,3,8,652.4
51 or more,Female,8,4,273,3.56,1,5,2,706.4
51 or more,Female,5,5,89,3.02,3,5,7,665.2
36 to 50,Male,7,10,74,3.94,5,1,4,666.6
21 to 35,Female,7,10,101,2.34,2,3,9,675.1
51 or more,Male,8,3,124,2.68,2,1,7,662.0
21 to 35,Female,7,2,60,3.55,3,1,6,614.0
Less than 20,Female,7,10,185,3.2,3,4,8,693.8
Less than 20,Male,8,8,269,2.04,1,2,6,663.0
36 to 50,Female,8,4,93,2.75,3,3,2,714.9
36 to 50,Female,8,10,138,3.94,1,5,9,731.4
51 or more,Female,7,5,97,3.66,0,2,2,660.5
Less than 20,Male,8,8,64,1.98,1,2,8,663.0
51 or more,Female,8,9,280,1.95,2,3,6,702.3
21 to 35,Male,8,10,65,3.57,1,2,7,692.3
36 to 50,Female,8,2,161,2.0,5,2,6,631.2
21 to 35,Male,7,6,251,2.63,2,5,4,718.5
51 or more,Male,8,8,196,1.95,3,2,4,697.0
51 or more,Female,8,8,89,1.54,2,4,8,671.5
Less than 20,Female,6,10,142,3.69,1,2,3,647.7
51 or more,Female,9,6,250,3.45,4,2,8,622.0
36 to 50,Female,8,10,97,2.68,2,5,3,697.4
51 or more,Female,6,8,292,1.9,3,5,6,681.3
Less than 20,Female,6,4,298,3.52,3,1,3,581.9
51 or more,Female,6,4,160,2.4,2,3,6,598.9
51 or more,Female,6,4,296,3.15,2,3,2,598.9
36 to 50,Male,6,10,237,2.29,3,4,2,715.7
51 or more,Female,8,7,241,2.58,3,4,4,688.3
36 to 50,Male,7,10,80,2.84,2,3,7,636.0
Less than 20,Male,7,8,71,3.41,4,1,5,582.9
51 or more,Male,7,6,276,3.58,2,5,8,716.8
36 to 50,Female,6,2,224,2.61,4,4,8,617.2
21 to 35,Male,8,1,273,2.08,2,0,7,622.5
51 or more,Male,6,8,229,1.88,5,5,9,615.0
Less than 20,Female,8,10,150,2.35,3,0,6,668.5
36 to 50,Female,7,3,232,3.5,2,1,9,617.6
21 to 35,Female,5,7,135,2.18,3,3,7,669.0
51 or more,Female,7,3,279,1.62,3,5,4,638.0
36 to 50,Female,6,5,108,2.91,1,5,9,687.5
21 to 35,Female,7,3,194,1.58,2,4,3,675.4
36 to 50,Female,6,7,148,3.71,1,4,6,681.1
21 to 35,Female,9,8,86,3.2,4,3,4,627.5
51 or more,Male,7,10,217,2.14,2,2,3,712.5
36 to 50,Male,7,8,81,2.67,3,3,6,691.7
21 to 35,Male,8,4,101,3.35,1,5,4,742.1
21 to 35,Female,6,9,270,3.79,4,2,5,674.7
51 or more,Female,7,2,129,3.69,1,4,4,712.6
51 or more,Male,7,6,184,1.67,1,5,6,689.6
36 to 50,Female,8,1,88,1.7,3,5,3,663.3
21 to 35,Female,8,4,288,2.99,1,4,6,699.6
51 or more,Female,8,6,230,2.74,3,3,8,689.8
51 or more,Male,8,2,205,2.23,2,4,6,716.2
21 to 35,Male,9,8,127,3.94,1,1,4,642.8
51 or more,Male,8,2,211,3.37,1,2,6,661.8
21 to 35,Male,6,2,64,3.22,1,1,7,595.1
21 to 35,Male,8,2,116,1.95,2,5,2,743.4
51 or more,Female,7,3,187,2.21,2,2,8,646.5
21 to 35,Male,6,10,145,3.01,3,4,5,647.7
36 to 50,Male,7,6,37,3.49,1,3,3,706.6
21 to 35,Male,6,10,136,3.83,1,1,5,673.2
21 to 35,Female,8,3,136,3.24,3,5,8,628.0
36 to 50,Female,6,6,143,2.55,3,3,7,612.9
36 to 50,Male,8,5,39,3.23,0,3,8,679.4
21 to 35,Male,7,5,89,1.67,3,3,9,645.2
51 or more,Female,7,10,295,3.0,2,5,9,770.3
21 to 35,Male,7,4,131,3.74,1,2,4,648.4
21 to 35,Female,6,5,92,3.09,3,4,4,667.1
36 to 50,Female,6,3,204,1.52,3,5,7,624.2
21 to 35,Female,7,6,226,3.24,4,3,8,655.6
21 to 35,Female,8,1,251,3.32,2,2,9,605.5
